Name,Rating,Would Take Again (%),Difficulty,Department
Katherine Morrow,2.0,0,5.0,Film
Zixiao (Shawn) Shi,2.0,100,2.0,Engineering
Matthew Hawkins,4.5,74,2.9,Anthropology
Ajay Pangarkar,3.4,60,4.0,Business
Bellamy Matthew,5.0,100,1.0,Canadian Studies
Neil Haesler,4.5,86,2.9,Journalism & Communication
Heather Poole,4.2,100,4.0,Psychology
Ron Miller,4.2,100,3.5,Engineering
Valentina Davila,5.0,100,2.3,Art History
Erik Anonby,4.2,75,2.6,Linguistics
Brett Popplewell,4.7,100,3.0,Journalism amp Communication
Philip Kaisary,4.3,84,3.2,Law
Celeste Orr,4.0,100,4.0,Women's Studies
Jill Carrick,2.5,15,3.3,Art History
Moira Farr,2.0,0,4.0,Journalism & Communication
Hamidreza Chinaei,3.0,37,3.7,Cognitive Science
Aneurin Bosley,3.0,62,2.8,Journalism Communication
Sarah Cook,4.0,72,2.7,History
Jonathan Thompson,4.7,86,3.0,Law
Michael Genkin,2.8,39,2.7,Computer Science
Christine Koggel,3.5,50,3.8,Philosophy
Saeed Odak,1.9,30,4.0,Computer Science
Christopher Gunn,4.5,100,3.2,Economics
Sujit Sur,1.5,0,4.5,Business
Alfonzo Abizaid,4.0,100,2.7,Biology
Audra Diptee,3.3,46,3.4,History
Nahla Abdo,2.8,25,3.4,Sociology
David Richler,4.0,86,3.1,Film
Doretha Carrington,2.5,15,3.3,Information Technology
Krystal Kehoe Mcleod,2.5,0,4.0,Social Work
Claudia Buttera,4.1,100,3.1,Biology
Dustin Valen,3.3,67,3.3,Architecture
Toyese Akinwumi,1.9,19,3.8,Business
Christopher Cox,5.0,100,2.0,Applied Linguistics & Discourse Studies
Allyson Brady,4.5,100,2.3,Biology
Robert Teather,5.0,100,3.3,Information Technology
Carlos Magno,5.0,100,2.3,Physics
Angelo Mingarelli,4.8,93,1.9,Mathematics
Vanessa Thomas,5.0,100,2.3,Information Technology
Hafida El Bilali,2.5,30,2.5,Environmental Science
Leila Zivlaei,1.0,0,4.7,Mathematics
George Pollard,4.1,48,2.4,Sociology
David Jackson,4.3,86,2.0,Communication
Menaka Raguparan,1.4,17,4.6,Law
Fateme Rajabiyazdi,2.6,43,3.6,Systems amp Computer Engineering
Jeffrey Erochko,3.2,43,3.2,Civil Engineering
Kourosh Farrokhzad,4.8,100,2.7,Law
Jennifer Boland,2.2,20,3.0,Communication
Peter Fitzgerald,3.0,13,3.9,History
Steven Muegge,4.0,50,3.6,Business
Michael Follert,3.4,50,2.4,Sociology & Anthropology
Ram Achar,3.8,100,2.9,Engineering
Khalid Ghozlani,5.0,100,2.0,Business
Danette Nearing-Guibord,4.4,80,2.0,Criminology
Anna Shah Hoque,3.1,38,3.8,Canadian Studies
Donald Bailey,2.0,25,3.1,Systems & Computer Engineering
David Joseph,4.8,100,2.6,Applied Language Studies
Grace Adams,3.0,100,4.0,Business
Danielle Reiger,5.0,100,2.6,Psychology
Jordan Babando,5.0,100,2.3,Criminology
Jérôme Talim,1.9,15,3.9,Engineering
Apolline Glais,4.2,84,2.0,French
Bob Burk,4.5,83,2.8,Chemistry
Jabir Abdulrahman,3.7,66,2.6,Mathematics
Henry Saari,3.8,60,2.4,Engineering
Edgar Matida,4.6,100,2.0,Engineering
Aleksandr Torres,2.7,58,2.1,Mathematics
Amirhossein Monjazeb,4.3,86,3.4,Mechanical Engineering
Lameck Zingano,4.0,80,2.8,Anthropology
Galina Toumilovitch,2.8,42,2.3,French
Gregory Brown,4.8,97,3.3,Sociology amp Anthropology
Karim Karim,3.0,50,3.0,Communication
Farah Hosseinian,4.0,78,3.0,Chemistry
Randy Boswell,4.6,92,2.4,Journalism
Xiaobei Chen,3.1,0,2.8,Social Science
Supanai Sookmark,3.0,29,2.6,Political Science
Vedmani Sharan,3.3,34,2.8,Business
Mary Ellis,5.0,100,2.5,English
Robyn McQuaid,4.1,72,3.0,Neuroscience
Robin Ritchie,4.4,67,3.1,Marketing
Abdallah Zalghout,4.0,76,3.7,Economics
Chinnaiah Jangam,4.0,60,2.3,History
Xiaoyi Yan,4.1,86,2.7,Economics
Melodie Cardin,2.8,50,3.8,Communication
Amedeo D'Angiulli,2.7,34,3.7,Neuroscience
Joanna Dean,2.9,40,3.5,History
Richard Nimijean,3.1,59,2.8,Canadian Studies
Mike Murphy,5.0,100,2.3,English As A Second Language
Nesrine El-Zine,5.0,100,3.2,French
Calvin Rans,4.9,100,2.6,Engineering
John Logan,3.3,46,3.2,Psychology
Dana Galizia,4.5,85,3.6,Economics
David McKie,3.2,34,3.3,Journalism
Kathy Dobson,3.0,50,3.2,Communication
Hayley Cooper,4.3,100,3.0,Business
Vivian Solana,4.8,100,2.7,Anthropology
Chiara Del Gaudio,5.0,100,5.0,Industrial Design
Ana Collares,5.0,100,1.0,Health Sciences
Nick Tepylo,5.0,100,3.0,Mechanical Engineering
Natalia Stepanova,2.3,34,3.6,Mathematics
Michel Demers,3.7,72,3.5,Economics
Samantha McAleese,5.0,100,2.3,Sociology & Anthropology
Abbas Eni,5.0,100,2.0,Mathematics
Kathryn Lawson,5.0,100,2.0,Philosophy
Andrew Costa,3.0,56,3.1,Law
Sarah Brouillette,4.4,84,2.7,English
Abra Wenzel,5.0,100,2.0,Anthropology
Margarita Alfonso,4.5,100,2.0,Spanish
Vladimir Diaz-Cuellars,4.0,100,1.0,Environmental Studies
Aaron Doyle,4.8,72,2.4,Social Science
Daniel Panario,4.0,100,2.2,Mathematics
Susan Lindsay,4.5,100,2.5,Social Work
Joel Garrod,3.4,70,3.2,Sociology & Anthropology
Helyeh Doutaghi,3.2,60,2.8,Law
Ali Cherid,2.8,50,2.5,Electrical Engineering amp Computer Science
Kevin Graham,2.1,50,3.9,Physics
Patricia Kmeic,3.0,50,2.5,History
Yue Zhang,5.0,100,3.5,Physics
Susanna Oppedisano,5.0,100,2.8,Linguistics
Ilyan Ferrer,2.0,0,3.5,Social Work
Dominique Marshall,2.5,6,3.4,History
Luke Struckman,3.3,55,2.6,Geography
Lisa Moffit,2.0,0,3.0,Architecture
Razvan Gornea,2.0,31,3.5,Physics
Amna Grgar,2.8,40,3.4,Mathematics
Catherine Cullingham,2.8,40,3.0,Biology
Stephen Crane,1.5,0,4.0,Earth Science
Hesham Khalipha,2.0,0,4.0,Business
Don Bailey,2.7,28,2.9,Engineering
Alyssa Nause,3.0,50,4.2,Chemistry
Hisako Hayashi,3.7,100,3.0,Japanese
Aldo Sandoval-Hernandez,1.0,0,5.0,Business
Kamal Hossain,4.7,91,2.4,Civil Engineering
Daiva Stasiulis,3.1,75,3.5,Sociology
Eric Weichel,3.5,50,3.7,Art History
Steve Winogron,4.6,100,2.2,Journalism Communication
Sophie Marcotte Chenard,4.9,100,2.8,Political Science
Nicolas Rodrigue,4.9,100,2.8,Biology
Daryl Davies,2.6,47,3.7,Criminology
Esther Guillen,4.8,84,2.3,English
Daniel Pierre-Antoine,2.5,0,3.7,Political Science
Robert West,2.3,18,3.1,Psychology
Leon Laidlaw,5.0,100,2.3,Criminology
Tom Smy,4.3,93,3.1,Engineering
Louis-Philippe Beland,4.2,84,3.1,Economics
Andrew Davidson,3.0,50,4.5,Geography
Eros Corazza,3.3,60,2.8,Philosophy
Blair Rutherford,4.2,100,2.8,Anthropology
Heng-Aik Khoo,1.5,28,4.4,Civil Engineering
Steven Carroll,4.4,100,3.1,Psychology
Burak Gunay,3.0,50,2.8,Civil Engineering
Majid Mojirsheibani,3.1,0,3.1,Mathematics
Alexander McClelland,3.6,69,3.1,Criminology
Gennady Shaikhet,2.4,24,3.3,Mathematics
Corrie Scott,3.8,100,2.7,Women's Studies
William Felepchuk,4.0,100,2.0,Canadian Studies
Zahra Montazeri,2.9,72,3.2,Mathematics
Anil Maheshwari,3.6,57,3.7,Computer Science
Steve Fai,3.3,25,3.4,Architecture
Jennifer Henderson,3.1,50,3.7,English
Lori Heckbert,1.3,0,4.6,Law
David Hanssen,1.3,0,4.0,Business
Michel Nakhla,4.2,65,2.7,Engineering
Yolanda Botero-Biton,3.8,75,3.3,Languages
Ushanathini Shnmugalingam,5.0,100,2.0,Neuroscience
Nima Javanbakht,1.0,0,5.0,Electronics
Ian Cahill,4.3,75,2.5,Business
Jamie Brownlee,4.9,100,2.4,Environmental Studies
Safiyah Rochelle,4.3,82,2.6,Law
William Echard,3.2,43,2.9,Music
Harald Von Riekhoff,4.3,100,2.8,Political Science
Christine Riddell,3.5,84,2.5,Engineering
Paul Mezo,3.4,40,3.8,Mathematics
Khaled Mnaymneh,3.2,60,3.6,Electronics
Saba Abbas,1.7,0,4.2,Women's Studies
Annie Larivee,3.7,72,3.0,Philosophy
Peter Andree,4.6,100,2.9,Political Science
Anja Karadeglija,3.0,0,4.0,Public Affairs
Neven Leddy,3.5,50,4.0,History
Carlene Kyeremeh,2.4,100,2.4,Economics
Logan Ewanation,3.5,64,3.4,Criminology
Mohamed Al Guindy,4.9,100,3.6,Business
Banu Ormeci,4.1,75,3.1,Environmental Engineering
Tushar Bag,2.6,37,3.4,Mathematics
Matthew Scarfone,5.0,100,3.0,Philosophy
Beatriz Juarez-Rodriguez,5.0,100,3.7,Anthropology
Amina Mire,2.3,46,3.0,Sociology
Asume Osuoka,1.0,0,5.0,International Affairs
Johanna Peetz,4.7,100,2.9,Psychology
Azita Montazeri,2.0,0,3.0,Physics
Mohamed Atia,4.7,90,2.8,Electronics
Tristian Marsman,3.3,67,3.7,Art History
Greg Sears,4.6,84,2.0,Business
Raul Razo-Garcia,3.6,100,3.2,Economics
Jenny Reay,4.3,84,3.3,Social Work
Mike Madden,4.8,100,2.8,Law
Joseph Boi-Ukeme,4.8,100,2.2,Systems & Computer Engineering
Sarah Everts,4.1,83,2.5,Journalism & Communication
Ashkan Golshani,4.6,90,1.8,Biology
Carmelo Scaini,1.5,0,2.8,Aerospace Studies
Jackie Kennelly,1.0,0,3.0,Sociology & Anthropology
Julie Murray,3.7,25,3.0,English
Darryl Cappadocia,2.3,34,3.7,Mechanical Engineering
Matthe Scarfone,5.0,100,3.0,Philosophy
Rob Winger,4.9,100,2.8,English
Myriam Durocher,2.8,50,3.0,Communication
Joanne Farrall,5.0,100,2.5,Communication
Jesse Vermaire,3.7,67,2.3,Environmental Science
Jean Duquette,4.0,100,3.0,Mechanical Engineering
Shawn Kenny,2.5,31,3.3,Civil Engineering
Tamara Kotar,3.3,61,3.1,Political Science
Adrian Chan,3.9,34,3.0,Engineering
Sean Richmond,2.8,40,3.5,Law
Chris Joslin,3.0,28,3.5,Information Technology
James Patriquin,4.0,75,3.0,Political Science
Sarah Fiander,2.0,0,2.0,Sociology & Anthropology
Saleh Yousefi,3.0,100,3.0,Engineering
Marie-Eve Carrier-Moisan,3.1,100,2.7,Anthropology
Mahmoud Masaeli,3.9,0,2.2,Law
Leila Angod,5.0,100,1.0,Child & Family Studies
Vandna Bhatia,3.1,43,3.3,Political Science
Liam O'Brien,3.3,58,2.9,Civil Engineering
Alexis Dominguez Ochoa,5.0,100,1.4,Spanish
Anna Hoefnagels,3.7,0,3.4,Music
Laura Luo,4.8,84,2.8,Chinese
Inger Weibust,3.0,25,3.1,International Studies
Sriyantha Pinnawala,1.6,10,3.7,Law
Micheal Christensen,2.8,40,3.0,Law
Sabrina Burr,3.3,34,3.7,Cognitive Science
Benjamin Gianni,5.0,100,3.5,Architecture
Philippe Azzie,4.2,85,2.7,Political Science
Joana Rocha,3.1,59,3.4,Engineering
Stephen Donoghue,3.1,20,2.9,Law
Eve Marie Blouin Hudon,5.0,100,1.5,First Year Seminar
Mark Biondich,3.8,100,3.6,International Studies
Justin G Paulson,4.1,100,3.8,Sociology
Pum Van Veldhoven,4.2,88,2.8,Sociology & Anthropology
Oriane Couchoux,1.0,0,4.5,Business
Bethany MacLeod,4.5,90,2.2,Linguistics
Theresa McIver,5.0,100,1.0,Neuroscience
Robert Riordan,4.6,93,2.7,Business
Margaret Kersten,2.2,40,4.2,English As A Second Language
Apollinaire Tsopmo,4.2,84,2.0,Chemistry
Christopher Gutierrez,5.0,100,2.3,Communication
Taghreed Altamimi,1.7,0,3.0,Systems & Computer Engineering
Jean Ketterling,5.0,100,3.0,Law
Homayouni Sirous,5.0,100,2.0,Mathematics
Sonja Koenig,5.0,100,3.0,Journalism & Communication
Barbara Szyszkowicz,2.6,50,3.3,Mathematics
Malini Guha,3.9,100,2.5,Film
Nabil Messabia,1.0,0,4.0,Business
Nassar Mustafa,1.0,0,4.5,Computer Science
Francine Benny,4.6,86,2.5,French
Carmen Leblanc,3.5,100,1.8,French
Ekaterina Vetrov,5.0,100,3.0,English
Sultana Chowdhury,2.0,0,4.0,Business
Tim Xing,4.3,90,2.6,Biology
Mika Westerlund,5.0,100,1.0,Technology
Bruce Tsuji,3.4,46,3.1,Psychology
Jared Epp,3.5,50,2.5,Anthropology
Sarah Jansen,1.0,0,5.0,International Affairs
Gemma Marr,4.0,75,3.3,English
Winston Campeau,5.0,100,4.0,Biology
Stephan Kowal,5.0,100,3.0,Architecture
Omar Bani-Taha,4.4,80,3.0,Information Technology
Matthew Johnson,5.0,100,3.0,Engineering
Phil Ryan,3.5,67,3.3,Political Science
Chang Xu,5.0,100,2.3,Psychology
Tiffany MacLellan,4.1,80,3.7,Legal Studies
Paul Bettink,3.0,50,2.7,Business
Ishara Mahat,2.0,50,3.0,Anthropology
Amy Bartholomew,3.5,57,4.1,Law
Jay Ramasubramanyam,5.0,100,2.7,Law
Fred Gaidies,4.6,67,3.2,Earth Science
Stefania Maggi,2.0,23,3.1,Child & Family Studies
Nduka Otiono,3.5,53,3.1,English
Ranjan Rebecca,2.6,30,3.6,English As A Second Language
Ryan Hardy,4.9,100,2.0,Applied Language Studies
Matthew Johnston,4.0,78,2.2,Sociology & Anthropology
Chris Genovesi,3.9,72,2.7,Philosophy
Firoze Manji,2.0,0,4.0,Political Science
Louise De La Gorgendiere,2.7,37,4.1,Anthropology
Susan Bennet,3.5,67,4.2,Economics
Kathlean Fitzpatrick,4.3,100,2.7,Political Science
Chris Burn,2.5,0,3.5,Geography
Andrew Runka,3.5,64,3.5,Computer Science
Eva MacKey,4.5,88,2.7,Canadian Studies
Lama Mourad,5.0,100,3.5,International Affairs
Ali Madankan,2.0,0,5.0,Statistics
Dr. Mendeloff,2.7,50,4.1,International Studies
Kristen Van Houten,2.0,34,3.0,Political Science
Stephen Field,4.5,100,2.9,Industrial Design
William Twardek,5.0,100,3.0,Earth Science
Duale Ahmed,1.5,0,5.0,Health Sciences
Jason Mah,3.4,40,2.8,Earth Science
Anthony Forzley,2.6,23,3.9,Electronics
Steven Orr,4.0,80,3.7,Political Science
Irena Knezevic,4.0,84,2.5,Communication
Katherine Rossy,5.0,100,2.3,History
Dave Tait,4.6,60,3.1,Journalism
Rita Ofili,3.7,67,3.0,Social Work
Irene Lu,3.3,74,2.7,Marketing
Weixuan Li,3.1,0,3.1,Computer Science
Roxana-Maria Barbu,5.0,100,2.0,Cognitive Science
John Cadham,4.4,84,3.0,International Politics
Hugh Reid,4.1,67,2.2,English
Hannah Johnston,4.8,100,3.4,Information Technology
Anne Bowker,4.4,100,2.6,Psychology
Nandini Sarma,4.0,34,2.7,Languages
Patrizia Gentile,3.8,59,3.4,Women's Studies
Masoud Nasari,3.7,50,3.2,Statistics
Herman Hawthorne,3.3,53,3.6,Business
Noah Schwartz,5.0,100,2.7,Political Science
Sydney Chapados,5.0,100,3.0,Sociology & Anthropology
Bethany Berard,1.0,0,5.0,Communication
Ann Kabo,4.6,93,2.4,French
Adam Benn,4.1,78,2.4,English
Angela Sumegi,4.0,72,2.5,Theology
Seaho Song,5.0,100,4.0,Mechanical Engineering
Kristen Kowlessar,5.0,100,3.0,Sociology & Anthropology
William Cross,3.6,67,3.7,Political Science
Minjoon Lee,3.7,67,3.0,Economics
Alyssa Bonneville,1.6,14,3.5,Psychology
Christopher Smith,5.0,100,2.0,Business
Tim Patterson,3.5,47,3.1,Geology
Vivek Dehejia,2.6,37,3.2,Economics
A.H. Banihashemi,2.8,15,4.3,Engineering
Zoe Todd,4.7,100,1.9,Anthropology
Amy Wallace,4.0,80,3.8,Art History
Hongyu Sun,4.9,100,2.3,Neuroscience
Louise Cockram,3.0,67,2.0,Political Science
Rafay Azhar,5.0,100,1.5,Health Sciences
Garrett Lecoq,3.9,67,3.8,Law
Xin Wang,3.3,50,2.4,Engineering
Joan Debardeleben,3.8,50,3.6,European Studies
Lori Jones,2.5,0,4.0,History
Tarik Kaya,4.3,100,3.3,Engineering
larry thompson,1.0,0,3.0,English
Lynda Khalaf,1.7,0,4.0,Economics
Dean Verger,2.6,56,3.3,Psychology
Alexander Bors,1.4,6,4.4,Mathematics
Beth Hughes,4.7,100,2.7,Languages
Carolyn Ramzy,4.2,60,2.2,Music
Donald Russell,3.1,34,2.8,Engineering
Nada Elnahla,2.7,47,3.0,Business
Benmergui Ruben,3.0,34,3.3,Law
Hoda Khalil,5.0,100,1.5,Information Technology
Sarah Thorne,5.0,100,2.0,Communication
Olga Baysal,3.1,50,3.5,Computer Science
Derrick Buchanan,1.0,0,3.0,Neuroscience
Golam Rabbani,4.5,84,3.2,Anthropology
Janice Schroeder,4.3,80,3.1,English
Gareth Park,1.9,25,3.9,Social Work
Robert Fierro,4.0,100,5.0,Social Work
Kathleen Moss,2.4,50,3.0,Sociology
Guillaume Gentil,3.4,67,3.1,Languages
Abd El Halim,4.5,100,3.0,Civil Engineering
Lori Rosove,1.0,0,4.0,Engineering
Emily Mantha,5.0,100,2.0,Business
Meysoon Amin,5.0,100,4.0,Anthropology
Taryn Hepburn,5.0,50,1.0,Law
Rosa Azami,1.2,0,5.0,Computer Science
Robert Sirvage,4.4,86,2.9,Applied Linguistics & Discourse Studies
David Carment,3.1,67,3.5,International Studies
Maxime Boreux,3.0,50,4.0,Biology
Rebecca Merkley,4.8,100,3.2,Cognitive Science
Yan Liu,1.7,17,4.2,Psychology
Elisa Acevedo,1.0,0,4.0,Spanish
Rebecca Drummond,2.5,39,4.3,Business
Basile Roussel,3.6,80,2.0,French Studies
Donovan Tremblay,5.0,100,3.0,Biology
Luc Bourbonnais,3.0,33,3.1,Mathematics
Lydia Sharman,2.8,100,2.5,Design
Yegui Cai,4.3,100,2.7,Systems & Computer Engineering
Timothy Zakutney,4.0,100,2.0,Engineering
Frances Woolley,3.8,75,3.3,Economics
Elizabeth Leroux,2.3,34,2.3,Psychology
David Maybury,2.2,22,4.1,Physics
Farzad Hashemi,2.8,34,4.0,English As A Second Language
Janet Mantler,3.4,40,3.2,Psychology
Marla Arbach,2.8,63,3.8,French
Tyler Botten,4.8,100,2.1,Law
Till Gross,3.7,72,3.1,Economics
Barry Wright,3.0,34,3.0,Law
Pavan Gunupudi,3.0,57,3.5,Engineering
Kyle Kirkup,3.7,60,3.6,Law
Irwin Pressman,4.5,100,2.3,Mathematics
Shelley Brown,4.5,86,2.6,Criminal Justice
Jen Pylypa,4.6,86,2.4,Anthropology
Odae Aboud,4.6,92,1.9,Mathematics
Sarah Rodimon,5.0,100,2.8,Sociology & Anthropology
Adam Stone,4.5,100,3.0,Linguistics
Christine Streeter,4.1,72,3.6,Social Work
Karina Vold,3.5,75,3.5,Philosophy
Therese Jennissen,2.7,34,2.7,Social Work
Denise Read,1.0,0,1.0,Applied Linguistics & Discourse Studies
Andrew Crosby,5.0,100,4.0,Sociology & Anthropology
Becky Kalinger,5.0,100,3.0,Biology
Olessia Jouravlev,5.0,100,4.0,Cognitive Science
Paul Litt,3.9,86,2.4,History
Barbara Leckie,3.5,25,2.8,English
Harry MacKay,4.7,100,2.6,Neuroscience & Psychology
Vajmeh Tabibi,2.1,34,3.6,Law
Murray Richardson,3.4,67,3.1,Geography
Marc Prud'homme,4.7,100,3.3,Economics
Swen Steinberg,5.0,100,1.0,History
Hashmat Khan,3.8,56,2.8,Economics
Julie Blais,4.8,100,3.1,Psychology
Elizabeth Nisbet,4.8,100,3.1,Psychology
Michael Christensen,2.8,25,3.5,Law
Matthew Pearson,4.5,100,4.0,Journalism Communication
James Nguyen,3.0,50,4.0,International Affairs
Leora Gansworth,5.0,100,2.0,Canadian Studies
Melanie Coughlin,2.2,20,3.5,Religion
Stephane Roy,3.8,100,2.2,Art History
Graham Edwards,3.6,63,3.9,Business
Victoria Nolte,4.7,100,3.0,Art History
Megan Muller,3.3,67,2.0,Anthropology
Susan Braedley,3.3,80,3.3,Social Work
Amanda Roberts,3.8,75,2.8,Political Science
Bashar Dhahir,4.9,100,2.4,Civil Engineering
Pal Shibu,1.2,6,4.4,Business
Al Pilcher,3.0,30,3.5,Business
RICHARD FLORIAN,3.0,100,4.0,Economics
Michael Halinski,4.6,89,2.6,Business
Carly Dybka,5.0,100,2.0,Communication
Michael Weber,2.9,25,3.8,Science
Jacques Maurice,4.1,78,3.5,Business
Tyler Avis,4.2,67,2.4,Chemistry
Gregory Sears,2.0,0,4.0,Business
Dan Papagiannis,1.7,0,1.7,Applied Linguistics & Discourse Studies
Alisa Zavialova,5.0,100,3.0,Applied Linguistics amp Discourse Studies
Guy Hoskins,4.0,100,2.0,Communication
Paul Thibaudeau,4.0,64,2.9,Anthropology
Michael Ostroff,1.0,0,4.5,History
Mary Trudeau,2.5,40,4.4,Geography
Hembadoon Oguanobi,1.0,0,1.0,Legal Studies
Ahmad Teymouri,4.9,100,2.1,Business
Kathleen Benthem,1.7,0,2.7,Cognitive Science
Bernhard Leistle,3.6,75,2.3,Anthropology
Brigida Dionis,5.0,100,1.9,Applied Language Studies
Gareth Parks,4.0,100,4.0,Social Work
Michael Windover,4.5,100,3.3,Art History
Laura Taler,1.0,0,4.7,Film
Timothy Pychyl,4.3,100,3.1,Psychology
Kanina Holmes,3.5,34,3.4,Journalism
Mihaela Vieru,4.0,67,3.2,Canadian Studies
Laura Blachford,3.5,50,3.5,Business
Miranda Leibel,4.0,100,1.0,Canadian Studies
Galina Abramovitch,5.0,100,1.0,Russian
Christopher Adam,4.6,100,2.4,History
Friskjen Van Veldhoven,4.3,100,2.5,Sociology
Egla Martinez,2.2,0,4.5,Women's Studies
Geoff Pond,5.0,100,3.0,Business
Nicolas Carrier,2.5,39,4.0,Criminology
Frederic Mailhot,3.0,50,4.0,Cognitive Science
Moussa Larbani,1.8,20,3.5,Mathematics
Alan Martino,5.0,100,3.5,Interdisciplinary Studies
Rachael Nicholls,1.0,0,3.0,Child & Family Studies
Michael Hinek,2.5,48,4.0,Computer Science
Carl Kropp,2.7,50,3.4,Engineering
Paulo Garcia,4.9,100,2.9,Systems & Computer Engineering
Mike McIntyre,2.8,32,3.2,Business
Joshua Gogo,3.4,50,2.5,Economics
Charles Cote-Buchard,4.1,63,2.6,Philosophy
Steven Cooke,4.8,100,1.6,Biology
Maya Papineau,3.2,84,4.1,Economics
Carolyn Grainger,4.8,100,2.6,Classics
Matthias Neufang,3.6,67,3.1,Mathematics
Mourad Laabdi,4.2,82,3.3,Religion
Jay Jennings,5.0,100,2.3,Cognitive Science
Eng Lim,2.3,28,2.8,Economics
Mohamedou Haye,1.5,0,2.5,Statistics
Jana Sarran,4.2,80,3.4,Civil Engineering
Sean Sarran,4.6,100,3.0,Civil Engineering
James Miller,4.4,86,2.6,History
Anne Neal,4.0,100,3.0,Business
Shermeen Nizami,1.7,20,2.6,Engineering
Parker Holman,5.0,100,4.0,Neuroscience
Akhigbe Okhaide,1.0,0,3.0,Business
Mareike Adams,3.3,47,3.2,Earth Science
Gabriela Capurro,4.3,84,2.5,Journalism & Communication
Dunja Dimitrijevic,3.5,50,2.0,Political Science
Sophie Tamas,4.1,86,2.7,Canadian Studies
Jiyoung Lee-An,4.0,67,3.0,Canadian Studies
Eloy Rivas Sanchez,4.8,90,2.3,Sociology & Anthropology
Rami Obead,4.3,84,2.7,Information Technology
Phil Lord,4.7,100,2.7,Law
Laura Ooi,3.7,70,2.8,Psychology
Josh Brault,2.8,50,4.3,Economics
Katie LeBlanc,1.0,0,1.0,Social Work
Josie Wittmer,3.0,50,2.5,Geography
Rand Dyck,4.8,100,2.0,Political Science
Stacy Douglas,4.4,67,3.2,Law
Andrew Webb,4.5,84,2.4,Business
Anna Keller,4.3,84,3.1,Law
Agnes Malkinson,5.0,100,3.0,Communication
Robin Chhabra,1.0,0,3.0,Aerospace Studies
Benjamin Woo,2.7,39,3.8,Communication
Scott Mitchell,4.3,88,3.1,Communication
Lara Khattab,4.3,100,3.3,Humanities
Benjamin Freestone,4.9,100,2.7,Physics
Faranak Jeyranlouie,4.8,100,3.0,German
Maria Loi,4.0,67,2.7,Italian
Marianne S. Goodfellow,4.7,93,2.1,Latin
Amrita Hari,3.1,50,3.6,Women's Studies
Beau Welter,2.5,50,3.8,Social Work
Meghan Simmons,2.5,50,2.5,Social Work
Nicholas Meadows,2.8,40,2.6,Mathematics
Elizabeth Friesen,3.1,55,3.0,Political Science
Fen Hampson,4.2,100,3.4,International Studies
Jeremy Littlewood,3.7,67,3.7,International Politics
Yanling Wang,1.7,0,4.0,International Affairs
Danay Novoa,4.0,55,2.9,Psychology
Hanspeter Frei,4.4,75,2.9,Engineering
Patrick Farrell,4.2,79,2.9,Mathematics
Liam Young,3.1,44,3.8,Communication
Patrick Warner,1.0,0,1.0,Technology
Jila Hosseinkhani,3.3,58,2.9,Technology
Dessa Bayrock,5.0,100,1.0,English
BA Chu,2.6,29,3.4,Economics
Nasser Mustafa,1.5,11,4.6,Computer Science
Keir Armstrong,2.9,25,4.5,Economics
Rick Colbourne,1.3,0,4.5,Business
Katie Griffin,2.0,0,3.0,Journalism & Communication
Danielle Walsh,2.0,0,2.5,Business
Sharon Carr,2.5,0,3.5,Earth Science
Wendy Fraser,4.1,100,2.9,Linguistics
Adele Bourgeois,4.6,88,2.5,Mathematics
Kahente Horn-Miller,2.8,30,3.2,Canadian Studies
Olga Makinina,4.7,100,2.6,English As A Second Language
Ash Geissinger,1.0,0,3.0,Religion
Nicholas Treanor,2.0,0,4.0,Philosophy
Andrew Cohen,3.2,50,2.5,Communication
Xiaoming Han,4.2,85,1.9,Chinese
Samah Sabra,3.3,67,2.0,First Year Seminar
Derek Mikola,1.0,0,5.0,Economics
Ann Woodside,4.7,84,2.0,Mathematics
Marcus Sibley,3.8,67,3.3,Law
Nicholas Hrynyk,2.8,40,3.8,History
Tasnuva Chaudhury,2.3,23,3.8,Business
James Milner,4.9,100,3.1,Political Science
Shawn Tan,3.0,50,1.5,Cognitive Science
Joshua Woods,4.9,100,3.0,Civil Engineering
Veronic Bezaire,3.7,100,4.0,Chemistry
George Hadjisophocleous,3.7,100,2.1,Engineering
Warren Clarke,3.5,50,1.0,Sociology & Anthropology
Paul Theberge,2.2,50,4.0,Social Science
Celia Young,3.6,58,3.6,Applied Language Studies
Christopher Webb,4.7,100,2.5,Geography
Hafida El Bilali,2.0,0,2.5,Earth Science
David Coletto,5.0,100,4.0,Public Affairs
Zhiqiu Lin,2.2,0,3.8,Sociology
Jacqueline Rousseau,4.0,100,2.0,Social Work
Hamdi Mohamed,1.0,0,4.0,Social Work
Tiziana Carafa,3.0,100,2.0,Political Science
Behrouz Shiari,3.6,50,3.0,Engineering
Cheryl Harasymchuk,4.6,100,1.9,Psychology
Bernard Leistle,3.0,60,3.1,Sociology & Anthropology
Chris Brown,3.7,67,2.7,Political Science
Amir Nasr,1.3,6,3.3,Mathematics
Omar Dabaghi-Pacheco,5.0,100,3.0,Journalism & Communication
Cheryl Volesky,3.6,50,3.4,Business
Leighann C. Neilson,4.2,75,2.2,Business
Rosie Krause,3.0,50,3.0,Social Work
Corinne Baray,5.0,100,3.0,Legal Studies
Sarah Smith,3.5,50,3.9,Journalism amp Communication
Daniel McNeil,4.4,67,3.0,History
Li Zhu,2.4,34,2.3,Chinese
